tic,type,quantity,price,high,low,day
002600,sell,100,8.340539119640598,8.38,8.26,2025-05-21
600795,sell,100,4.490725478311069,4.55,4.49,2025-05-21
601877,sell,100,22.25790739953518,22.26,22.05,2025-05-21
300628,sell,100,33.341882760263104,33.39,32.9,2025-05-21
000338,sell,100,14.144617237569765,14.67,14.22,2025-05-21
601336,buy,100,66.28583045812884,66.47427783,65.37721625,2025-05-21
601628,buy,100,37.43972984264139,38.31,37.62,2025-05-21
002001,buy,100,22.261210005129687,22.58,22.05,2025-05-21
002905,buy,100,8.584049906879663,8.66,8.5,2025-05-21
000776,buy,100,16.30169765579514,16.2,16.08,2025-05-21
002600,sell,100,8.353404984071386,8.36,8.18,2025-05-22
600795,sell,100,4.471991851762868,4.53,4.46,2025-05-22
601877,sell,100,22.14462790149264,22.16,22.0,2025-05-22
300628,sell,100,33.01956417784095,33.69,32.91,2025-05-22
000338,sell,100,14.47575852772221,14.65,14.5,2025-05-22
601336,buy,100,66.46956316127701,65.9512601,65.13484218,2025-05-22
601628,buy,100,37.628690685965125,38.1,37.57,2025-05-22
002001,buy,100,22.206130220498892,22.48,22.17,2025-05-22
002905,buy,100,8.518119828673079,8.7,8.43,2025-05-22
000776,buy,100,15.961260438486933,16.13,15.97,2025-05-22
002600,sell,100,8.21434527800884,8.31,8.07,2025-05-23
600795,sell,100,4.493129464173689,4.53,4.41,2025-05-23
601877,sell,100,22.088440401190894,22.25,21.68,2025-05-23
300628,sell,100,33.33220428368077,33.44,32.88,2025-05-23
000338,sell,100,14.493310331301764,14.7,14.5,2025-05-23
601336,buy,100,65.85751606772955,65.90023398,64.01226754,2025-05-23
601628,buy,100,37.6789952355437,38.07,37.17,2025-05-23
002001,buy,100,22.416191506711765,22.66,22.32,2025-05-23
002905,buy,100,8.400598136717454,8.65,8.39,2025-05-23
000776,buy,100,15.763675768561662,16.12,15.74,2025-05-23
002600,sell,100,8.095059001613409,8.11,7.9,2025-05-26
600795,sell,100,4.394829841805622,4.49,4.42,2025-05-26
601877,sell,100,21.61883282583207,21.83,21.53,2025-05-26
300628,sell,100,33.08348688678816,33.04,32.65,2025-05-26
000338,sell,100,14.452479739603586,14.56,14.18,2025-05-26
601336,buy,100,63.438133992395564,64.85419852,63.5275194,2025-05-26
601628,buy,100,37.18541142906994,38.29,37.16,2025-05-26
002001,buy,100,22.276184300724417,22.51,22.0,2025-05-26
002905,buy,100,8.320443051056937,8.6,8.4,2025-05-26
000776,buy,100,15.463227038942277,15.92,15.71,2025-05-26
002600,sell,100,8.10650419468293,8.09,7.93,2025-05-27
600795,sell,100,4.465316022187472,4.51,4.45,2025-05-27
601877,sell,100,21.45554556565359,21.58,21.34,2025-05-27
300628,sell,100,32.89570584571455,33.46,32.84,2025-05-27
000338,sell,100,14.291975620851735,14.35,13.97,2025-05-27
601336,buy,100,63.45612097248436,64.77765934,63.71886735,2025-05-27
601628,buy,100,37.695059608770535,38.47,37.73,2025-05-27
002001,buy,100,22.220832018260843,22.24,21.77,2025-05-27
002905,buy,100,8.46555959958583,8.68,8.48,2025-05-27
000776,buy,100,15.435732291266323,15.84,15.69,2025-05-27
002600,sell,100,7.981454505799338,8.04,7.93,2025-05-28
600795,sell,100,4.446801549745723,4.47,4.4,2025-05-28
601877,sell,100,21.322004389478824,21.48,21.31,2025-05-28
300628,sell,100,33.35365051031113,33.71,33.18,2025-05-28
000338,sell,100,14.057948750085197,14.44,14.08,2025-05-28
601336,buy,100,63.253438969119635,64.48425915,63.69335429,2025-05-28
601628,buy,100,37.76795166063588,38.16,37.67,2025-05-28
002001,buy,100,21.984047910454684,21.98,21.66,2025-05-28
002905,buy,100,8.62755111189559,8.68,8.49,2025-05-28
000776,buy,100,15.378495162632316,15.82,15.66,2025-05-28
002600,sell,100,8.008577641784214,8.24,8.08,2025-05-29
600795,sell,100,4.408058492322453,4.43,4.37,2025-05-29
601877,sell,100,21.22796810157597,21.56,21.28,2025-05-29
300628,sell,100,33.521428578305056,33.9,33.37,2025-05-29
000338,sell,100,14.313810965682787,14.53,14.23,2025-05-29
601336,buy,100,63.42280795272489,64.61182445,63.68059776,2025-05-29
601628,buy,100,37.75437264247332,38.02,37.63,2025-05-29
002001,buy,100,21.827208375083284,21.83,21.6,2025-05-29
002905,buy,100,8.609342186003923,8.67,8.52,2025-05-29
000776,buy,100,15.331791212558747,15.83,15.69,2025-05-29
002600,sell,100,8.245932249445469,8.12,7.97,2025-05-30
600795,sell,100,4.388846352510154,4.43,4.36,2025-05-30
601877,sell,100,21.419927873881534,21.47,21.3,2025-05-30
300628,sell,100,34.011439359560605,33.95,33.23,2025-05-30
000338,sell,100,14.49390238453634,14.59,14.3,2025-05-30
601336,buy,100,63.63846992811723,64.44598956,63.69335429,2025-05-30
601628,buy,100,37.743065948290756,37.88,37.27,2025-05-30
002001,buy,100,21.790198143906892,21.98,21.58,2025-05-30
002905,buy,100,8.637691119406373,8.77,8.55,2025-05-30
000776,buy,100,15.494458524975926,15.85,15.55,2025-05-30
002600,sell,100,8.075163124445824,8.2,7.96,2025-06-03
600795,sell,100,4.349752370845526,4.37,4.29,2025-06-03
601877,sell,100,21.233813049043526,21.42,21.13,2025-06-03
300628,sell,100,33.36764569086023,33.34,32.7,2025-06-03
000338,sell,100,14.373382351873442,14.44,14.21,2025-06-03
601336,buy,100,63.066457624741474,65.38997278,63.73162388,2025-06-03
601628,buy,100,37.52357434090227,38.41,37.37,2025-06-03
002001,buy,100,21.478620895743372,21.78,21.45,2025-06-03
002905,buy,100,8.599184511743077,8.8,8.52,2025-06-03
000776,buy,100,15.648960602004081,15.98,15.61,2025-06-03
002600,sell,100,8.11243038265966,8.24,8.05,2025-06-04
600795,sell,100,4.360159786778386,4.41,4.34,2025-06-04
601877,sell,100,21.267106098700314,21.65,21.35,2025-06-04
